palatable,height,color,family,name
False,0.45720000000000005,Green,Juncaceae,Juncus tenuis
False,0.94488,Green,Juncaceae,Juncus torreyi
False,0.24384000000000003,White,Juncaceae,Juncus triglumis
False,0.9753600000000001,Green,Juncaceae,Juncus validus
False,3.048,Yellow,Cupressaceae,Juniperus communis
True,12.192,Orange,Cupressaceae,Juniperus monosperma
False,10.0584,Yellow,Cupressaceae,Juniperus occidentalis
False,7.9248,Yellow,Cupressaceae,Juniperus osteosperma
False,15.24,Yellow,Cupressaceae,Juniperus scopulorum
False,15.24,Green,Cupressaceae,Juniperus virginiana
False,19.812,Yellow,Cupressaceae,Juniperus virginiana var. silicicola
False,0.762,White,Acanthaceae,Justicia americana
False,1.8288000000000002,Purple,Ericaceae,Kalmia latifolia
False,0.3048,Purple,Ericaceae,Kalmia microphylla
False,0.3048,Purple,Ericaceae,Kalmia polifolia
False,0.45720000000000005,Yellow,Poaceae,Koeleria macrantha
False,13.716000000000001,Yellow,Sapindaceae,Koelreuteria paniculata
False,0.6096,Purple,Krameriaceae,Krameria erecta
False,0.6096,Yellow,Chenopodiaceae,Krascheninnikovia lanata
False,0.45720000000000005,Purple,Fabaceae,Kummerowia stipulacea
False,0.39624000000000004,Purple,Fabaceae,Kummerowia striata
True,1.2192,White,Fabaceae,Lablab purpureus
False,0.9144000000000001,White,Haemodoraceae,Lachnanthes caroliana
False,7.62,Purple,Lythraceae,Lagerstroemia indica
True,15.24,White,Combretaceae,Laguncularia racemosa
False,30.1752,Red,Pinaceae,Larix decidua
False,29.8704,Red,Pinaceae,Larix kaempferi
False,24.384,Red,Pinaceae,Larix laricina
False,12.192,Yellow,Pinaceae,Larix lyallii
False,60.96,Red,Pinaceae,Larix occidentalis
False,3.048,Yellow,Zygophyllaceae,Larrea tridentata var. arenaria
False,0.9144000000000001,Blue,Fabaceae,Lathyrus hirsutus
False,0.45720000000000005,Purple,Fabaceae,Lathyrus japonicus
False,0.6096,Purple,Fabaceae,Lathyrus latifolius
False,0.48768000000000006,Purple,Fabaceae,Lathyrus littoralis
False,0.8229600000000001,Red,Fabaceae,Lathyrus polyphyllus
False,0.67056,Purple,Fabaceae,Lathyrus sylvestris
False,0.45720000000000005,Purple,Fabaceae,Lathyrus tuberosus
False,3.6576000000000004,Red,Malvaceae,Lavatera assurgentiflora
False,1.3716000000000002,White,Ericaceae,Ledum glandulosum
False,0.9144000000000001,White,Ericaceae,Ledum groenlandicum
False,0.7924800000000001,Green,Poaceae,Leersia lenticularis
False,1.4935200000000002,Green,Poaceae,Leersia oryzoides
False,1.18872,Green,Poaceae,Leersia virginica
False,0.09144000000000001,Green,Lemnaceae,Lemna trisulca
False,0.030480000000000004,Green,Lemnaceae,Lemna valdiviana
False,0.24384000000000003,Yellow,Brassicaceae,Lepidium montanum
False,0.9144000000000001,Yellow,Poaceae,Leptochloa dubia
False,1.00584,Green,Poaceae,Leptochloa fusca ssp. fascicularis
False,2.4384,Purple,Fabaceae,Lespedeza bicolor
False,0.7924800000000001,White,Fabaceae,Lespedeza capitata
False,1.8288000000000002,White,Fabaceae,Lespedeza hirta
False,2.4384,Purple,Fabaceae,Lespedeza thunbergii
False,0.6096,Purple,Fabaceae,Lespedeza virgata
True,6.096,White,Fabaceae,Leucaena leucocephala
False,7.62,Yellow,Fabaceae,Leucaena retusa
False,0.39624000000000004,White,Asteraceae,Leucanthemum vulgare
False,1.9812,White,Ericaceae,Leucothoe axillaris
False,1.2192,White,Ericaceae,Leucothoe fontanesiana
False,0.9144000000000001,Yellow,Poaceae,Leymus angustus
False,0.9144000000000001,Yellow,Poaceae,Leymus arenarius
False,1.524,Yellow,Poaceae,Leymus cinereus
False,2.5908,Yellow,Poaceae,Leymus condensatus
False,0.9144000000000001,Yellow,Poaceae,Leymus flavescens
False,1.2192,Yellow,Poaceae,Leymus mollis ssp. mollis
False,0.9144000000000001,Yellow,Poaceae,Leymus racemosus
False,0.70104,Yellow,Poaceae,Leymus salinus
False,0.9144000000000001,Yellow,Poaceae,Leymus triticoides
False,0.6096,Purple,Asteraceae,Liatris punctata
False,1.0668,Purple,Asteraceae,Liatris pycnostachya
False,1.3716000000000002,Purple,Asteraceae,Liatris spicata
False,0.762,Purple,Asteraceae,Liatris squarrulosa
False,3.6576000000000004,White,Oleaceae,Ligustrum amurense
False,3.048,White,Oleaceae,Ligustrum japonicum
False,4.8768,White,Oleaceae,Ligustrum ovalifolium
False,3.6576000000000004,White,Oleaceae,Ligustrum vulgare
False,0.24384000000000003,Green,Juncaginaceae,Lilaea scilloides
False,0.1524,White,Hydrocharitaceae,Limnobium spongia
False,0.6096,Purple,Plumbaginaceae,Limonium carolinianum
False,3.6576000000000004,White,Lauraceae,Lindera benzoin
False,0.762,Blue,Linaceae,Linum lewisii
False,0.7924800000000001,Yellow,Linaceae,Linum striatum
False,30.48,Green,Hamamelidaceae,Liquidambar styraciflua
False,36.576,Yellow,Magnoliaceae,Liriodendron tulipifera
False,0.1524,Blue,Liliaceae,Liriope muscari
False,0.3048,White,Orchidaceae,Listera convallarioides
False,0.45720000000000005,White,Boraginaceae,Lithospermum ruderale
False,1.7983200000000001,Red,Campanulaceae,Lobelia cardinalis
False,0.70104,Yellow,Poaceae,Lolium perenne
False,0.762,Yellow,Poaceae,Lolium perenne ssp. multiflorum
False,1.0668,Yellow,Poaceae,Lolium rigidum
True,0.24384000000000003,White,Apiaceae,Lomatium canbyi
True,0.24384000000000003,Yellow,Apiaceae,Lomatium cous
False,4.572,Purple,Apiaceae,Lomatium dissectum
True,0.1524,White,Apiaceae,Lomatium macrocarpum
True,0.67056,Yellow,Apiaceae,Lomatium triternatum
False,3.048,Yellow,Caprifoliaceae,Lonicera involucrata
False,0.3048,White,Caprifoliaceae,Lonicera japonica
False,4.2672,Yellow,Caprifoliaceae,Lonicera maackii
False,4.8768,Red,Caprifoliaceae,Lonicera sempervirens
False,2.7432000000000003,Red,Caprifoliaceae,Lonicera tatarica
False,1.524,Yellow,Caprifoliaceae,Lonicera utahensis
False,0.39624000000000004,Yellow,Fabaceae,Lotus corniculatus
False,1.0668,Yellow,Fabaceae,Lotus crassifolius
False,2.4384,Yellow,Fabaceae,Lotus pedunculatus
False,0.3048,Yellow,Fabaceae,Lotus tenuis
False,0.3048,Yellow,Fabaceae,Lotus wrightii
False,1.3716000000000002,White,Onagraceae,Ludwigia decurrens
False,0.06096000000000001,Green,Onagraceae,Ludwigia palustris
False,0.67056,Purple,Fabaceae,Lupinus ×alpestris
False,0.9144000000000001,Blue,Fabaceae,Lupinus albicaulis
False,1.2192,White,Fabaceae,Lupinus albus
False,1.2192,Blue,Fabaceae,Lupinus angustifolius
False,1.8288000000000002,Yellow,Fabaceae,Lupinus arboreus
True,0.6096,Blue,Fabaceae,Lupinus arcticus
False,0.45720000000000005,Blue,Fabaceae,Lupinus argenteus
False,1.524,Blue,Fabaceae,Lupinus caudatus
False,3.048,Blue,Fabaceae,Lupinus covillei
False,0.45720000000000005,Purple,Fabaceae,Lupinus elmeri
False,6.096,Blue,Fabaceae,Lupinus havardii
False,7.62,Blue,Fabaceae,Lupinus latifolius
False,1.8288000000000002,Blue,Fabaceae,Lupinus lepidus
False,0.88392,Yellow,Fabaceae,Lupinus luteolus
False,0.6096,Yellow,Fabaceae,Lupinus luteus
False,0.36576000000000003,Blue,Fabaceae,Lupinus nevadensis
False,0.6096,Purple,Fabaceae,Lupinus nootkatensis
False,1.8288000000000002,Blue,Fabaceae,Lupinus sericeus
False,3.048,Yellow,Fabaceae,Lupinus sulphureus
False,0.6096,Green,Juncaceae,Luzula parviflora
False,0.39624000000000004,Green,Juncaceae,Luzula spicata
False,2.7432000000000003,Purple,Solanaceae,Lycium carolinianum
True,1.8288000000000002,Purple,Solanaceae,Lycium pallidum
False,0.3048,Green,Lycopodiaceae,Lycopodium annotinum
False,0.54864,White,Lamiaceae,Lycopus americanus
False,1.2192,White,Lamiaceae,Lycopus virginicus
False,2.7432000000000003,White,Ericaceae,Lyonia ligustrina
False,2.01168,Red,Ericaceae,Lyonia lucida
False,0.762,Purple,Primulaceae,Lysimachia lanceolata
False,0.6096,Yellow,Primulaceae,Lysimachia thyrsiflora
False,1.2192,Purple,Asteraceae,Machaeranthera bigelovii var. bigelovii
False,0.6096,Purple,Asteraceae,Machaeranthera tanacetifolia
False,10.668000000000001,Green,Moraceae,Maclura pomifera
False,1.2192,Purple,Fabaceae,Macroptilium atropurpureum
False,9.144,Purple,Magnoliaceae,Magnolia ×soulangiana
False,30.48,Yellow,Magnoliaceae,Magnolia acuminata
False,22.86,White,Magnoliaceae,Magnolia fraseri
False,30.48,White,Magnoliaceae,Magnolia grandiflora
False,7.9248,White,Magnoliaceae,Magnolia stellata
False,9.144,White,Magnoliaceae,Magnolia tripetala
False,18.288,White,Magnoliaceae,Magnolia virginiana
False,2.4384,Yellow,Berberidaceae,Mahonia aquifolium
False,0.6096,Yellow,Berberidaceae,Mahonia nervosa
False,0.6096,Yellow,Berberidaceae,Mahonia repens
False,9.144,Purple,Rosaceae,Malus
True,7.62,White,Rosaceae,Malus floribunda
True,4.572,White,Rosaceae,Malus fusca
False,7.62,White,Rosaceae,Malus ioensis
False,3.048,White,Rosaceae,Malus sargentii
True,12.192,White,Rosaceae,Malus sylvestris
False,19.812,Yellow,Anacardiaceae,Mangifera indica
False,3.048,Green,Euphorbiaceae,Manihot esculenta
False,15.24,Brown,Sapotaceae,Manilkara zapota
False,0.24384000000000003,Purple,Scrophulariaceae,Maurandella antirrhiniflora
False,0.6096,Yellow,Fabaceae,Medicago lupulina
True,0.39624000000000004,Yellow,Fabaceae,Medicago polymorpha
True,0.6096,Purple,Fabaceae,Medicago sativa
False,0.6096,Yellow,Fabaceae,Medicago scutellata
False,15.24,Purple,Meliaceae,Melia azedarach
False,0.54864,Yellow,Poaceae,Melica bulbosa
False,1.2192,Yellow,Poaceae,Melica californica
False,0.9753600000000001,Yellow,Poaceae,Melica imperfecta
False,0.762,Purple,Poaceae,Melica spectabilis
False,1.00584,Yellow,Poaceae,Melica subulata
False,18.288,Green,Sapindaceae,Melicoccus bijugatus
False,1.8288000000000002,Yellow,Fabaceae,Melilotus officinalis
False,0.3048,Yellow,Oleaceae,Menodora scabra
False,0.7924800000000001,White,Lamiaceae,Mentha arvensis
False,1.0668,White,Loasaceae,Mentzelia decapetala
False,0.24384000000000003,White,Menyanthaceae,Menyanthes trifoliata
False,0.6096,Blue,Boraginaceae,Mertensia ciliata
False,0.70104,Blue,Boraginaceae,Mertensia virginica
False,30.48,Yellow,Cupressaceae,Metasequoia glyptostroboides
True,0.6096,Yellow,Asteraceae,Microseris nutans
False,0.3048,White,Asteraceae,Mikania scandens
False,0.70104,Blue,Scrophulariaceae,Mimulus alatus
False,0.762,Red,Scrophulariaceae,Mimulus cardinalis
False,0.45720000000000005,Yellow,Scrophulariaceae,Mimulus dentatus
False,0.762,Yellow,Scrophulariaceae,Mimulus guttatus
False,0.1524,Red,Scrophulariaceae,Mimulus nanus
False,0.45720000000000005,Red,Scrophulariaceae,Mimulus primuloides
False,0.18288000000000001,Yellow,Scrophulariaceae,Mimulus suksdorfii
True,0.6096,Purple,Nyctaginaceae,Mirabilis multiflora
False,1.524,Yellow,Poaceae,Miscanthus sinensis
False,1.4935200000000002,Red,Lamiaceae,Monarda fistulosa
False,0.9144000000000001,Purple,Lamiaceae,Monarda fistulosa ssp. fistulosa var. menthifolia
False,0.24384000000000003,Green,Chenopodiaceae,Monolepis nuttalliana
False,10.0584,Yellow,Myricaceae,Morella californica
False,2.1336,Green,Myricaceae,Morella caroliniensis
False,3.048,White,Myricaceae,Morella cerifera
False,7.010400000000001,Green,Myricaceae,Morella inodora
False,2.1336,Yellow,Myricaceae,Morella pensylvanica
False,6.096,White,Rubiaceae,Morinda citrifolia
False,15.24,Green,Moraceae,Morus alba
True,21.336000000000002,Green,Moraceae,Morus rubra
False,0.6096,Purple,Poaceae,Muhlenbergia asperifolia
False,0.9144000000000001,Red,Poaceae,Muhlenbergia capillaris
False,0.42672,Yellow,Poaceae,Muhlenbergia cuspidata
False,0.6096,Yellow,Poaceae,Muhlenbergia frondosa
False,0.9144000000000001,Yellow,Poaceae,Muhlenbergia glomerata
False,0.9144000000000001,Green,Poaceae,Muhlenbergia mexicana
False,0.45720000000000005,Yellow,Poaceae,Muhlenbergia montana
False,0.85344,Yellow,Poaceae,Muhlenbergia porteri
False,0.45720000000000005,Yellow,Poaceae,Muhlenbergia pungens
False,0.9144000000000001,Green,Poaceae,Muhlenbergia racemosa
False,0.3048,Yellow,Poaceae,Muhlenbergia repens
False,0.1524,Green,Poaceae,Muhlenbergia richardsonis
False,1.3716000000000002,Yellow,Poaceae,Muhlenbergia rigens
False,0.9753600000000001,Green,Poaceae,Muhlenbergia schreberi
False,0.9144000000000001,Yellow,Poaceae,Muhlenbergia sylvatica
False,0.36576000000000003,Yellow,Poaceae,Muhlenbergia uniflora
False,0.6096,Yellow,Poaceae,Muhlenbergia wrightii
False,0.45720000000000005,Blue,Boraginaceae,Myosotis scorpioides
False,0.09144000000000001,Green,Ranunculaceae,Myosurus apetalus var. borealis
False,0.12192000000000001,Green,Ranunculaceae,Myosurus minimus
False,1.8288000000000002,Blue,Myricaceae,Myrica gale
True,0.762,Green,Najadaceae,Najas flexilis
False,0.3048,Green,Najadaceae,Najas guadalupensis
False,0.6096,Green,Najadaceae,Najas minor
False,2.4384,White,Berberidaceae,Nandina domestica
False,0.7924800000000001,Yellow,Poaceae,Nassella cernua
False,0.9144000000000001,Yellow,Poaceae,Nassella lepida
False,0.9144000000000001,Yellow,Poaceae,Nassella pulchra
False,0.762,Yellow,Poaceae,Nassella viridula
False,7.62,White,Lauraceae,Nectandra coriacea
True,0.9144000000000001,Yellow,Nelumbonaceae,Nelumbo lutea
False,0.1524,White,Hydrophyllaceae,Nemophila maculata
False,3.6576000000000004,Red,Apocynaceae,Nerium oleander
False,0.3048,Purple,Chenopodiaceae,Nitrophila occidentalis
True,1.2192,White,Liliaceae,Nolina microcarpa
True,1.2192,Yellow,Nymphaeaceae,Nuphar lutea ssp. polysepala
False,30.48,Green,Cornaceae,Nyssa aquatica
False,35.052,Green,Cornaceae,Nyssa biflora
True,15.24,Green,Cornaceae,Nyssa ogeche
False,28.956000000000003,Green,Cornaceae,Nyssa sylvatica
True,1.524,White,Rosaceae,Oemleria cerasiformis
False,1.524,Yellow,Onagraceae,Oenothera biennis
False,0.1524,White,Onagraceae,Oenothera caespitosa
False,1.524,Yellow,Onagraceae,Oenothera elata
False,1.524,Yellow,Onagraceae,Oenothera elata ssp. hookeri
False,0.762,Yellow,Onagraceae,Oenothera flava
False,0.6096,White,Onagraceae,Oenothera pallida
False,0.6096,Purple,Onagraceae,Oenothera pilosella
False,1.09728,Yellow,Asteraceae,Oligoneuron rigidum var. rigidum
True,7.62,Purple,Fabaceae,Olneya tesota
False,0.3048,Red,Iridaceae,Olsynium douglasii var. douglasii
False,0.9144000000000001,Red,Fabaceae,Onobrychis viciifolia
True,3.048,Red,Cactaceae,Opuntia ficus-indica
True,0.6096,Yellow,Cactaceae,Opuntia polyacantha
False,0.45720000000000005,Yellow,Scrophulariaceae,Orthocarpus luteus
False,0.3048,Purple,Scrophulariaceae,Orthocarpus tenuifolius
False,0.6096,White,Apiaceae,Osmorhiza depauperata
False,1.2192,Yellow,Apiaceae,Osmorhiza occidentalis
False,1.4935200000000002,Orange,Osmundaceae,Osmunda cinnamomea
False,1.2192,Brown,Osmundaceae,Osmunda claytoniana
False,13.716000000000001,Yellow,Betulaceae,Ostrya virginiana
False,10.668000000000001,White,Ericaceae,Oxydendrum arboreum
False,0.3048,Green,Polygonaceae,Oxyria digyna
False,0.42672,Red,Fabaceae,Oxytropis lambertii
False,0.3048,Purple,Fabaceae,Oxytropis splendens
False,0.24384000000000003,White,Buxaceae,Pachysandra terminalis
False,1.18872,Yellow,Asteraceae,Packera aurea
False,0.45720000000000005,Yellow,Asteraceae,Packera cana
False,0.9753600000000001,Yellow,Asteraceae,Packera glabella
False,0.9144000000000001,Yellow,Asteraceae,Packera tridenticulata
False,0.45720000000000005,Red,Paeoniaceae,Paeonia brownii
False,0.45720000000000005,Yellow,Poaceae,Panicum amarum
False,1.8288000000000002,Yellow,Poaceae,Panicum antidotale
False,1.0668,Yellow,Poaceae,Panicum coloratum
False,1.00584,Green,Poaceae,Panicum dichotomiflorum
False,0.762,Yellow,Poaceae,Panicum hemitomon
False,0.9144000000000001,White,Poaceae,Panicum miliaceum
False,0.6096,Yellow,Poaceae,Panicum obtusum
False,1.00584,Green,Poaceae,Panicum rigidulum
False,1.3716000000000002,Yellow,Poaceae,Panicum virgatum
False,0.36576000000000003,White,Saxifragaceae,Parnassia fimbriata
False,0.67056,White,Saxifragaceae,Parnassia palustris
False,0.6096,Green,Vitaceae,Parthenocissus tricuspidata
False,0.9144000000000001,Yellow,Poaceae,Pascopyrum smithii
False,0.9144000000000001,Yellow,Poaceae,Paspalum conjugatum
False,0.9144000000000001,Yellow,Poaceae,Paspalum dilatatum
False,0.27432,Green,Poaceae,Paspalum distichum
False,0.762,Green,Poaceae,Paspalum fluitans
False,0.88392,Green,Poaceae,Paspalum laeve
False,0.6096,Yellow,Poaceae,Paspalum nicorae
False,0.6096,Yellow,Poaceae,Paspalum notatum var. saurae
False,1.00584,Green,Poaceae,Paspalum plicatulum
False,0.030480000000000004,Green,Poaceae,Paspalum vaginatum
False,4.8768,Yellow,Passifloraceae,Passiflora lutea
False,21.336000000000002,Purple,Scrophulariaceae,Paulownia tomentosa
False,0.21336,Yellow,Asteraceae,Pectis angustifolia
False,0.39624000000000004,Yellow,Scrophulariaceae,Pedicularis canadensis
False,0.762,Purple,Scrophulariaceae,Pedicularis groenlandica
False,0.70104,Yellow,Araceae,Peltandra virginica
False,0.9144000000000001,Yellow,Poaceae,Pennisetum alopecuroides
False,0.9144000000000001,Yellow,Poaceae,Pennisetum ciliare
False,1.8288000000000002,Yellow,Poaceae,Pennisetum glaucum
False,3.048,Yellow,Poaceae,Pennisetum purpureum
False,1.0668,Yellow,Poaceae,Pennisetum setaceum
False,0.6096,Blue,Scrophulariaceae,Penstemon acuminatus
False,0.6096,Blue,Scrophulariaceae,Penstemon albertinus
False,0.9144000000000001,White,Scrophulariaceae,Penstemon angustifolius
False,0.6096,Yellow,Scrophulariaceae,Penstemon confertus
False,0.762,Blue,Scrophulariaceae,Penstemon cyananthus
False,0.6096,Yellow,Scrophulariaceae,Penstemon deustus
False,1.2192,Purple,Scrophulariaceae,Penstemon digitalis
False,1.2192,Red,Scrophulariaceae,Penstemon eatonii
False,0.6096,Blue,Scrophulariaceae,Penstemon fruticosus
False,0.3048,Blue,Scrophulariaceae,Penstemon gairdneri
False,0.6096,Purple,Scrophulariaceae,Penstemon glaber
False,0.6096,Purple,Scrophulariaceae,Penstemon heterophyllus ssp. purdyi
False,0.762,Blue,Scrophulariaceae,Penstemon laetus
False,0.762,Purple,Scrophulariaceae,Penstemon lyallii
False,0.3048,Red,Scrophulariaceae,Penstemon newberryi
False,1.0668,Purple,Scrophulariaceae,Penstemon palmeri
False,0.9144000000000001,Blue,Scrophulariaceae,Penstemon rydbergii
False,0.762,Blue,Scrophulariaceae,Penstemon speciosus
False,0.6096,Purple,Scrophulariaceae,Penstemon strictus
False,0.6096,Purple,Scrophulariaceae,Penstemon venustus
False,0.9144000000000001,Purple,Scrophulariaceae,Penstemon whippleanus
False,0.9144000000000001,Purple,Scrophulariaceae,Penstemon wilcoxii
False,0.7924800000000001,Yellow,Crassulaceae,Penthorum sedoides
True,1.2192,White,Apiaceae,Perideridia gairdneri
True,0.762,White,Apiaceae,Perideridia parishii
True,21.336000000000002,Yellow,Lauraceae,Persea borbonia
False,10.668000000000001,Yellow,Lauraceae,Persea palustris
False,13.1064,White,Verbenaceae,Petitia domingensis
False,0.6096,White,Hydrophyllaceae,Phacelia hastata
False,1.2192,Blue,Hydrophyllaceae,Phacelia tanacetifolia
False,1.2192,Yellow,Poaceae,Phalaris aquatica
False,1.8288000000000002,Yellow,Poaceae,Phalaris arundinacea
False,2.4384,White,Hydrangeaceae,Philadelphus coronarius
False,3.6576000000000004,White,Hydrangeaceae,Philadelphus lewisii
False,4.572,White,Hydrangeaceae,Philadelphus microphyllus
False,0.42672,Yellow,Poaceae,Phleum alpinum
False,0.7924800000000001,Yellow,Poaceae,Phleum pratense
False,0.1524,Purple,Polemoniaceae,Phlox diffusa
False,0.9144000000000001,Purple,Polemoniaceae,Phlox divaricata
False,0.9144000000000001,Red,Polemoniaceae,Phlox glaberrima
False,0.36576000000000003,Purple,Polemoniaceae,Phlox longifolia
False,0.6096,Red,Polemoniaceae,Phlox maculata ssp. maculata
False,0.1524,Purple,Polemoniaceae,Phlox subulata
False,3.9624,White,Poaceae,Phragmites australis
False,0.06096000000000001,White,Verbenaceae,Phyla nodiflora
False,0.3048,Purple,Ericaceae,Phyllodoce breweri
False,2.4384,White,Rosaceae,Physocarpus capitatus
False,4.572,White,Rosaceae,Physocarpus malvaceus
False,3.048,Purple,Rosaceae,Physocarpus opulifolius
True,2.22504,White,Phytolaccaceae,Phytolacca americana
False,39.624,Yellow,Pinaceae,Picea abies
False,30.48,Red,Pinaceae,Picea breweriana
False,36.576,Yellow,Pinaceae,Picea engelmannii
False,30.48,Yellow,Pinaceae,Picea glauca
False,19.812,Yellow,Pinaceae,Picea mariana
False,30.48,Yellow,Pinaceae,Picea pungens
False,33.528,Yellow,Pinaceae,Picea rubens
False,60.96,Yellow,Pinaceae,Picea sitchensis
False,0.6096,Yellow,Asteraceae,Picrothamnus desertorum
False,19.812,Yellow,Pinaceae,Pinus albicaulis
False,12.192,Purple,Pinaceae,Pinus aristata
False,24.384,Yellow,Pinaceae,Pinus banksiana
True,7.62,Yellow,Pinaceae,Pinus cembroides
False,24.384,Yellow,Pinaceae,Pinus clausa
False,30.1752,Yellow,Pinaceae,Pinus contorta
False,15.24,Brown,Pinaceae,Pinus contorta var. contorta
False,24.384,Yellow,Pinaceae,Pinus coulteri
False,30.48,Yellow,Pinaceae,Pinus echinata
True,15.24,Yellow,Pinaceae,Pinus edulis
False,30.48,Red,Pinaceae,Pinus elliottii
True,20.1168,Green,Pinaceae,Pinus flexilis
False,27.432000000000002,Green,Pinaceae,Pinus glabra
False,54.864000000000004,Brown,Pinaceae,Pinus jeffreyi
True,69.7992,Brown,Pinaceae,Pinus lambertiana
True,15.24,Yellow,Pinaceae,Pinus monophylla
False,60.96,Yellow,Pinaceae,Pinus monticola
False,3.048,Yellow,Pinaceae,Pinus mugo
False,27.432000000000002,Orange,Pinaceae,Pinus muricata
False,36.576,Yellow,Pinaceae,Pinus nigra
False,36.576,Brown,Pinaceae,Pinus palustris
False,67.9704,Yellow,Pinaceae,Pinus ponderosa
False,15.24,Yellow,Pinaceae,Pinus pungens
False,36.576,Yellow,Pinaceae,Pinus radiata
False,24.384,Brown,Pinaceae,Pinus resinosa
False,24.384,Green,Pinaceae,Pinus rigida
True,24.384,Yellow,Pinaceae,Pinus sabiniana
False,24.384,Yellow,Pinaceae,Pinus serotina
False,45.72,Red,Pinaceae,Pinus strobus
False,6.096,White,Pittosporaceae,Pittosporum tobira
False,0.85344,White,Asteraceae,Pityopsis graminifolia
False,15.24,Green,Ulmaceae,Planera aquatica
False,0.09144000000000001,Green,Plantaginaceae,Plantago major
False,0.1524,Yellow,Plantaginaceae,Plantago patagonica
False,30.48,Red,Platanaceae,Platanus occidentalis
False,22.86,Yellow,Platanaceae,Platanus racemosa
False,24.384,Yellow,Platanaceae,Platanus wrightii
False,15.24,Yellow,Cupressaceae,Platycladus orientalis
False,0.6096,Yellow,Poaceae,Pleuraphis jamesii
False,0.70104,Yellow,Poaceae,Pleuraphis mutica
False,0.9144000000000001,Yellow,Poaceae,Pleuraphis rigida
False,1.4935200000000002,Purple,Asteraceae,Pluchea odorata var. odorata
False,0.5181600000000001,Yellow,Poaceae,Poa alpina
False,0.09144000000000001,Yellow,Poaceae,Poa annua
False,0.6096,Purple,Poaceae,Poa arctica
False,0.45720000000000005,Green,Poaceae,Poa autumnalis
False,0.45720000000000005,Yellow,Poaceae,Poa bulbosa
False,0.6096,Yellow,Poaceae,Poa compressa
False,0.6096,Purple,Poaceae,Poa eminens
False,0.6096,Yellow,Poaceae,Poa fendleriana
False,0.7924800000000001,Yellow,Poaceae,Poa fendleriana ssp. fendleriana
False,0.6096,Purple,Poaceae,Poa glauca
False,0.3048,Yellow,Poaceae,Poa glauca ssp. glauca
False,0.45720000000000005,Purple,Poaceae,Poa leibergii
False,0.6096,Yellow,Poaceae,Poa leptocoma
False,0.12192000000000001,Yellow,Poaceae,Poa macrantha
False,0.54864,Yellow,Poaceae,Poa nervosa
False,1.2192,Yellow,Poaceae,Poa palustris
False,0.3048,Yellow,Poaceae,Poa pratensis
False,0.42672,Yellow,Poaceae,Poa secunda
False,0.9144000000000001,Yellow,Poaceae,Poa sylvestris
False,0.762,Yellow,Poaceae,Poa trivialis
False,12.192,Yellow,Podocarpaceae,Podocarpus macrophyllus
False,0.9144000000000001,Blue,Polemoniaceae,Polemonium acutiflorum
False,0.9144000000000001,Purple,Polemoniaceae,Polemonium occidentale
False,0.030480000000000004,Yellow,Polygonaceae,Polygonum amphibium
False,0.3048,Purple,Polygonaceae,Polygonum bistorta
False,0.45720000000000005,White,Polygonaceae,Polygonum bistortoides
False,0.39624000000000004,Purple,Polygonaceae,Polygonum davisiae
False,0.48768000000000006,Red,Polygonaceae,Polygonum hydropiper
False,1.18872,Red,Polygonaceae,Polygonum pensylvanicum
False,0.9753600000000001,Red,Polygonaceae,Polygonum persicaria
False,0.9753600000000001,White,Polygonaceae,Polygonum punctatum
False,0.3048,Red,Polygonaceae,Polygonum sagittatum
False,0.3048,White,Polygonaceae,Polygonum viviparum
False,0.5181600000000001,Yellow,Poaceae,Polypogon monspeliensis
False,1.0668,Brown,Dryopteridaceae,Polystichum munitum
False,0.9753600000000001,Blue,Pontederiaceae,Pontederia cordata
False,36.576,Yellow,Salicaceae,Populus ×canadensis
False,30.48,Yellow,Salicaceae,Populus alba
False,18.288,White,Salicaceae,Populus angustifolia
False,24.384,Yellow,Salicaceae,Populus balsamifera
False,30.48,Yellow,Salicaceae,Populus balsamifera ssp. trichocarpa
False,39.624,Yellow,Salicaceae,Populus deltoides
False,25.908,Yellow,Salicaceae,Populus deltoides ssp. monilifera
False,27.432000000000002,White,Salicaceae,Populus fremontii
False,19.812,Yellow,Salicaceae,Populus grandidentata
False,30.48,White,Salicaceae,Populus heterophylla
False,57.912000000000006,White,Salicaceae,Populus nigra
False,19.812,Blue,Salicaceae,Populus tremuloides
False,0.9753600000000001,Red,Potamogetonaceae,Potamogeton diversifolius
False,0.9144000000000001,Yellow,Rosaceae,Potentilla arguta
False,0.9144000000000001,Yellow,Rosaceae,Potentilla diversifolia
False,0.45720000000000005,Yellow,Rosaceae,Potentilla glandulosa
False,0.7315200000000001,Yellow,Rosaceae,Potentilla gracilis
False,0.1524,Yellow,Rosaceae,Potentilla plattensis
False,0.36576000000000003,White,Primulaceae,Primula incana
True,15.24,Yellow,Fabaceae,Prosopis glandulosa var. glandulosa
True,0.45720000000000005,Purple,Lamiaceae,Prunella vulgaris
True,7.315200000000001,White,Rosaceae,Prunus americana
True,3.048,White,Rosaceae,Prunus angustifolia
False,24.384,White,Rosaceae,Prunus emarginata
False,1.8288000000000002,White,Rosaceae,Prunus fasciculata
True,1.8288000000000002,White,Rosaceae,Prunus fruticosa
True,12.192,White,Rosaceae,Prunus ilicifolia ssp. lyonii
True,3.6576000000000004,White,Rosaceae,Prunus maritima
True,2.7432000000000003,Red,Rosaceae,Prunus nigra
